candidate_rank,ID,Name,Role,decision,predicted_decision,prediction_confidence,skill_match_score,text_similarity_score,overall_match_score,selection_probability,candidate_score,recommendation,matched_skills_text,missing_skills_text,explanation_summary
1633,VAMSKR104,Sita,Data Analyst,select,select,51.1,40.0,26.68,32.01,51.1,38.62,Not Recommended,"data analysis, data visualization, machine learning, power bi, sql, tableau","artificial intelligence, aws, azure, excel, google cloud, matplotlib, seaborn, statistics, time series",This candidate has limited alignment with the current job requirements.
1634,richmu714,Richard Murphy,Data Analyst,select,select,50.7,50.0,7.18,24.31,50.7,38.58,Not Recommended,tableau,power bi,This candidate has limited alignment with the current job requirements.
1635,nataha985,Natalie Hardy,Machine Learning Engineer,select,select,50.69,50.0,7.1,24.26,50.69,38.56,Not Recommended,machine learning,data science,This candidate has limited alignment with the current job requirements.
1636,charpa535,Charles Palmer,Data Engineer,select,reject,51.5,50.0,8.71,25.23,48.5,38.55,Not Recommended,mlops,etl,This candidate has limited alignment with the current job requirements.
1637,uppaup320,Grace Johnson,Product Manager,reject,reject,70.37,50.0,22.67,33.6,29.63,38.55,Not Recommended,data analysis,data science,This candidate has limited alignment with the current job requirements.
1638,natami577,Natalie Miller,Machine Learning Engineer,reject,reject,54.37,50.0,10.76,26.46,45.63,38.53,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1639,austbr319,Austin Brandt,Data Engineer,select,reject,51.55,50.0,8.49,25.09,48.45,38.48,Not Recommended,spark,etl,This candidate has limited alignment with the current job requirements.
1640,martjo863,martin jones,data engineer,reject,reject,57.42,50.0,12.81,27.69,42.58,38.48,Not Recommended,etl,mlops,This candidate has limited alignment with the current job requirements.
1641,uppaup487,Ivy Johnson,Data Scientist,select,select,57.61,42.86,15.65,26.53,57.61,38.46,Not Recommended,"data analysis, data science, machine learning, python, pytorch, r, sql, tableau, tensorflow","artificial intelligence, aws, computer vision, data visualization, gcp, git, hadoop, natural language processing, nlp, power bi, spark, statistics",This candidate has limited alignment with the current job requirements.
1642,thomde140,Thomas Dean,Data Analyst,select,reject,54.23,50.0,10.23,26.14,45.77,38.42,Not Recommended,sql,python,This candidate has limited alignment with the current job requirements.
1643,uppaup99,Ivy Taylor,Data Engineer,reject,reject,68.94,52.63,15.81,30.54,31.06,38.38,Not Recommended,"aws, azure, gcp, hadoop, java, power bi, python, scala, spark, tableau","data science, data visualization, docker, etl, google cloud, kubernetes, machine learning, pytorch, tensorflow",This candidate has limited alignment with the current job requirements.
1644,VAMSKR036,Yash,Data Scientist,reject,select,50.46,45.0,16.41,27.85,50.46,38.37,Not Recommended,"data science, data visualization, machine learning, python, pytorch, r, sql, tableau, tensorflow","aws, azure, etl, gcp, git, hadoop, natural language processing, nlp, power bi, spark, statistics",This candidate has limited alignment with the current job requirements.
1645,uppaup489,Ivy Moore,Data Scientist,reject,reject,64.96,50.0,17.98,30.79,35.04,38.36,Not Recommended,"data science, data visualization, machine learning, mysql, postgresql, python, r, sql, statistics, tableau, tensorflow","aws, azure, computer vision, docker, gcp, git, kubernetes, mongodb, natural language processing, power bi, pytorch",This candidate has limited alignment with the current job requirements.
1646,KotaSai100,Pihu Rathore,Data Scientist,select,select,52.99,50.0,4.59,22.75,52.99,38.34,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1647,KotaSai92,Brinda Desai,Data Scientist,select,select,50.74,50.0,6.04,23.62,50.74,38.28,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1648,nancma696,Nancy Marshall MD,Machine Learning Engineer,reject,reject,50.44,50.0,6.91,24.15,49.56,38.28,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1649,KotaSai85,Grishm Desai,Data Scientist,select,select,52.56,50.0,4.7,22.82,52.56,38.28,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1650,toddga102,todd gaines,data scientist,reject,reject,58.42,50.0,12.83,27.7,41.58,38.28,Not Recommended,"data visualization, machine learning","deep learning, statistics",This candidate has limited alignment with the current job requirements.
1651,uppaup281,Frank Moore,Software Engineer,reject,reject,61.49,50.0,14.9,28.94,38.51,38.22,Not Recommended,"aws, azure, java, javascript, python","data science, docker, git, kubernetes, machine learning",This candidate has limited alignment with the current job requirements.
1652,rachcu724,Rachel Cuevas,Data Analyst,reject,reject,55.53,50.0,10.45,26.27,44.47,38.22,Not Recommended,python,excel,This candidate has limited alignment with the current job requirements.
1653,uppaup21,Frank Jones,UI Engineer,reject,reject,68.52,50.0,20.08,32.05,31.48,38.22,Not Recommended,javascript,typescript,This candidate has limited alignment with the current job requirements.
1654,uppaup395,Ivy Smith,Data Engineer,reject,reject,64.16,50.0,16.75,30.05,35.84,38.19,Not Recommended,"etl, hadoop, java, power bi, python, spark, tableau","aws, azure, data science, docker, google cloud, kubernetes, scala",This candidate has limited alignment with the current job requirements.
1655,KotaSai6,Upasana Singh,Data Scientist,select,select,51.48,50.0,5.14,23.08,51.48,38.18,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1656,durgba104,Scott Weeks,Data Engineer,reject,reject,63.22,50.0,15.64,29.38,36.78,38.08,Not Recommended,python,etl,This candidate has limited alignment with the current job requirements.
1657,VAMSKR179,Ganesh,Business Analyst,reject,select,60.59,37.5,22.54,28.52,60.59,38.08,Not Recommended,"data analysis, excel, tableau","artificial intelligence, aws, azure, machine learning, power bi",This candidate has limited alignment with the current job requirements.
1658,KotaSai89,Brinda Chopra,Data Scientist,select,select,50.46,50.0,5.5,23.3,50.46,38.08,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1659,VAMSKR133,Sowmya,Cloud Architect,select,select,66.21,37.5,18.11,25.87,66.21,38.01,Not Recommended,"aws, azure, google cloud","artificial intelligence, docker, git, kubernetes, machine learning",This candidate has limited alignment with the current job requirements.
1660,KotaSai73,Amisha Mehta,Data Scientist,select,reject,51.05,50.0,6.35,23.81,48.95,38.0,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1661,KotaSai96,Eshani Sharma,Data Scientist,select,select,50.11,50.0,5.31,23.19,50.11,37.96,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1662,susaba996,susan bailey,software engineer,reject,reject,62.46,50.0,14.59,28.75,37.54,37.95,Not Recommended,python,java,This candidate has limited alignment with the current job requirements.
1663,KotaSai148,Tuhin Chawla,Data Scientist,select,select,50.98,50.0,4.6,22.76,50.98,37.94,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1664,jessmi116,jessica miller,data engineer,reject,reject,55.99,50.0,9.77,25.86,44.01,37.94,Not Recommended,spark,etl,This candidate has limited alignment with the current job requirements.
1665,uppaup211,Hank Davis,UI Engineer,reject,reject,61.14,50.0,13.52,28.11,38.86,37.92,Not Recommended,javascript,typescript,This candidate has limited alignment with the current job requirements.
1666,KotaSai90,Dipal Kaur,Data Scientist,reject,select,50.87,50.0,4.61,22.77,50.87,37.92,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1667,davios391,david osborne,data engineer,reject,reject,64.79,50.0,16.12,29.67,35.21,37.89,Not Recommended,spark,mlops,This candidate has limited alignment with the current job requirements.
1668,KotaSai56,Lahar Raj,Data Scientist,select,select,50.96,50.0,4.4,22.64,50.96,37.88,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1669,krisho861,Kristen Horton,Machine Learning Engineer,reject,reject,52.28,50.0,6.59,23.95,47.72,37.82,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1670,randga322,Randy Garcia,Machine Learning Engineer,reject,reject,52.53,50.0,6.56,23.94,47.47,37.77,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1671,meghha214,meghan hale,data engineer,reject,reject,58.57,50.0,11.01,26.61,41.43,37.76,Not Recommended,etl,mlops,This candidate has limited alignment with the current job requirements.
1672,uppaup353,Alice Wilson,Product Manager,select,select,56.79,40.0,19.26,27.56,56.79,37.76,Not Recommended,"data analysis, tableau","aws, google cloud, power bi",This candidate has limited alignment with the current job requirements.
1673,uppaup149,Charlie Brown,UI Engineer,reject,reject,64.68,50.0,15.35,29.21,35.32,37.71,Not Recommended,"git, javascript","docker, kubernetes",This candidate has limited alignment with the current job requirements.
1674,rayst150,ray stuart,data engineer,select,reject,64.64,50.0,14.93,28.96,35.36,37.6,Not Recommended,etl,mlops,This candidate has limited alignment with the current job requirements.
1675,katrmi546,katrina michael,data engineer,reject,reject,59.75,50.0,11.3,26.78,40.25,37.6,Not Recommended,mlops,etl,This candidate has limited alignment with the current job requirements.
1676,willbr542,William Bryan,Data Engineer,select,reject,54.91,50.0,7.67,24.6,45.09,37.59,Not Recommended,spark,mlops,This candidate has limited alignment with the current job requirements.
1677,jameri878,james rios,data engineer,reject,reject,61.33,50.0,12.0,27.2,38.67,37.47,Not Recommended,etl,mlops,This candidate has limited alignment with the current job requirements.
1678,KotaSai83,Kairav Verma,Data Scientist,reject,reject,51.63,50.0,4.75,22.85,48.37,37.46,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1679,KotaSai13,Disha Raj,Data Scientist,reject,reject,52.27,50.0,5.05,23.03,47.73,37.41,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1680,KotaSai2,Praneel Iyer,Data Scientist,select,reject,51.68,50.0,4.62,22.77,48.32,37.41,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1681,KotaSai74,Yash Soni,Data Scientist,reject,reject,52.69,50.0,5.3,23.18,47.31,37.39,Not Recommended,machine learning,data analysis,This candidate has limited alignment with the current job requirements.
1682,michsn545,Michael Snyder,Data Engineer,select,reject,54.47,50.0,6.55,23.93,45.53,37.37,Not Recommended,spark,mlops,This candidate has limited alignment with the current job requirements.
1683,krisbr553,kristie brown,software engineer,reject,reject,63.55,50.0,13.04,27.82,36.45,37.31,Not Recommended,python,java,This candidate has limited alignment with the current job requirements.
1684,nichhe271,nicholas henderson,software engineer,reject,reject,67.74,50.0,16.11,29.67,32.26,37.3,Not Recommended,java,python,This candidate has limited alignment with the current job requirements.
