final_rank,ID,Name,Role,text_similarity_score,skill_match_score,selection_probability,final_match_score,final_recommendation,matched_skills_text,missing_skills_text
2875,nichch647,Nicholas Chang,Cybersecurity Analyst,11.65,0.0,51.06,24.96,Not Recommended,None,None
2876,dr.an261,Dr. Andrew Contreras,Mobile App Developer,13.87,0.0,41.66,24.95,Not Recommended,None,None
2877,peteke239,Peter Kelley,Full Stack Developer,12.82,0.0,46.08,24.95,Not Recommended,None,None
2878,erinro635,Erin Robinson,Mobile App Developer,9.03,0.0,62.03,24.94,Not Recommended,None,None
2879,durgba060,Adrienne Barnett,Data Engineer,13.67,0.0,42.47,24.94,Not Recommended,None,etl
2880,stepma238,Stephanie Mathis,UI Engineer,10.44,0.0,56.09,24.94,Not Recommended,None,machine learning
2881,michhe716,Michael Henry,Full Stack Developer,12.62,0.0,46.87,24.93,Not Recommended,None,None
2882,patron259,Patricia Oneill,Mobile App Developer,12.98,0.0,45.36,24.93,Not Recommended,None,None
2883,chriwi213,Christina Williams,Mobile App Developer,10.25,0.0,56.85,24.93,Not Recommended,None,None
2884,kevimi722,Kevin Miller,UX Designer,11.69,0.0,50.75,24.92,Not Recommended,None,None
2885,zachwi726,Zachary Williams,Game Developer,8.51,0.0,64.15,24.92,Not Recommended,None,None
2886,kaitpo947,Kaitlyn Porter,Mobile App Developer,10.49,0.0,55.81,24.92,Not Recommended,None,None
2887,timosa137,Timothy Sanchez,Game Developer,11.82,0.0,50.16,24.91,Not Recommended,None,None
2888,harima108,Liam,Data Analyst,6.04,0.0,74.49,24.91,Not Recommended,None,None
2889,darlca673,Darlene Castro,Game Developer,9.13,0.0,61.5,24.91,Not Recommended,None,data analysis
2890,glenll969,Glen Lloyd,Digital Marketing Specialist,10.86,0.0,54.18,24.9,Not Recommended,None,None
2891,harima199,Rajiv,UI Designer,10.28,0.0,56.63,24.9,Not Recommended,None,None
2892,durgba047,Ms. Donna Vincent DDS,UI Engineer,15.35,0.0,35.26,24.9,Not Recommended,None,None
2893,rachfo983,Rachel Foster,Robotics Engineer,8.76,0.0,63.01,24.9,Not Recommended,None,None
2894,vinclo459,Vincent Long,System Administrator,8.21,0.0,65.34,24.9,Not Recommended,None,data science
2895,amanca192,Amanda Carrillo,Data Architect,12.74,0.0,46.25,24.9,Not Recommended,None,etl
2896,elizsm118,Elizabeth Smith,UX Designer,11.01,0.0,53.49,24.89,Not Recommended,None,None
2897,kennjo543,Kenneth Jones,AR/VR Developer,7.68,0.0,67.49,24.88,Not Recommended,None,None
2898,ryanbr946,Ryan Brooks,Human Resources Specialist,14.14,0.0,40.27,24.87,Not Recommended,None,None
2899,U_131,Ella,UI Designer,9.12,0.0,61.38,24.87,Not Recommended,None,None
2900,debowa309,Deborah Warren,AR/VR Developer,7.46,0.0,68.36,24.86,Not Recommended,None,None
2901,leahpr641,Leah Price,AR/VR Developer,9.1,0.0,61.43,24.86,Not Recommended,None,None
2902,rachha551,Rachel Harper,Digital Marketing Specialist,11.27,0.0,52.3,24.86,Not Recommended,None,None
2903,jodyta393,Jody Tanner,AI Researcher,6.51,0.0,72.36,24.86,Not Recommended,None,data science
2904,nichro683,Nicholas Rodriguez,Full Stack Developer,11.4,0.0,51.73,24.85,Not Recommended,None,None
2905,rivash0302,malay saxena,software engineer,9.63,0.0,59.13,24.84,Not Recommended,None,None
2906,masosh694,Mason Sheppard,IT Support Specialist,10.61,0.0,55.03,24.84,Not Recommended,None,None
2907,melafr680,Melanie Frederick,Mobile App Developer,10.88,0.0,53.88,24.84,Not Recommended,None,None
2908,troysp636,Troy Spencer,Game Developer,7.51,0.0,68.04,24.83,Not Recommended,None,None
2909,jereba406,Jeremy Barrera,Digital Marketing Specialist,11.22,0.0,52.41,24.83,Not Recommended,None,None
2910,jasoch754,Jason Choi,Mobile App Developer,10.28,0.0,56.38,24.83,Not Recommended,None,data science
2911,jennsc770,Jennifer Scott,UX Designer,9.07,0.0,61.39,24.81,Not Recommended,None,data science
2912,staclo440,Stacy Lopez,Cloud Architect,7.05,0.0,69.88,24.81,Not Recommended,None,None
2913,joshba593,Joshua Barnett,Digital Marketing Specialist,10.18,0.0,56.71,24.81,Not Recommended,None,None
2914,vanero370,Vanessa Roberts,Mobile App Developer,12.19,0.0,48.23,24.8,Not Recommended,None,None
2915,deniwi132,Denise Williams,Mobile App Developer,10.61,0.0,54.86,24.8,Not Recommended,None,None
2916,mr.ca518,Mr. Carl Hernandez,Human Resources Specialist,9.37,0.0,60.01,24.78,Not Recommended,None,None
2917,garysa322,Gary Salinas,UX Designer,10.38,0.0,55.76,24.78,Not Recommended,None,None
2918,briagi365,Brian Gilbert Jr.,Full Stack Developer,10.97,0.0,53.28,24.78,Not Recommended,None,None
2919,karaha526,Kara Harvey,Full Stack Developer,11.1,0.0,52.71,24.77,Not Recommended,None,None
2920,nataho797,natasha holden,ui engineer,13.84,0.0,41.16,24.77,Not Recommended,None,None
2921,mattba999,Matthew Barton,AI Researcher,8.57,0.0,63.29,24.75,Not Recommended,None,None
2922,michpe374,Michael Pena,Human Resources Specialist,12.69,0.0,45.94,24.75,Not Recommended,None,data analysis
2923,jennci760,Jennifer Cisneros,Mobile App Developer,11.46,0.0,51.09,24.74,Not Recommended,None,None
2924,kelshu132,Kelsey Hudson,Game Developer,11.72,0.0,49.95,24.73,Not Recommended,None,None
2925,karljo517,Karl Johnson,AR/VR Developer,8.37,0.0,64.0,24.71,Not Recommended,None,None
2926,jenngl236,Jenna Glass,Digital Marketing Specialist,10.09,0.0,56.7,24.7,Not Recommended,None,None
2927,branha284,Brandi Hall,Blockchain Developer,10.83,0.0,53.6,24.7,Not Recommended,None,None
2928,markca993,Mark Calderon,Full Stack Developer,12.22,0.0,47.72,24.69,Not Recommended,None,None
2929,randho160,Randy Hogan,Full Stack Developer,10.2,0.0,56.21,24.69,Not Recommended,None,None
2930,coltcl925,Colton Clark,Digital Marketing Specialist,6.78,0.0,70.61,24.69,Not Recommended,None,machine learning
2931,jamewr473,James Wright DDS,AR/VR Developer,10.31,0.0,55.7,24.68,Not Recommended,None,machine learning
2932,maryal211,Mary Alexander,Mobile App Developer,9.25,0.0,60.18,24.68,Not Recommended,None,None
2933,dr.as809,Dr. Ashley Burke,AR/VR Developer,9.69,0.0,58.26,24.66,Not Recommended,None,machine learning
2934,kimban689,Kimberly Anthony,Data Architect,9.46,0.0,59.23,24.66,Not Recommended,None,None
2935,harima45,Diya,UI Designer,10.28,0.0,55.76,24.66,Not Recommended,None,None
2936,dustda162,Dustin Davis,Database Administrator,9.06,0.0,60.92,24.66,Not Recommended,None,None
2937,chrigo770,Christian Gomez,Mobile App Developer,10.98,0.0,52.76,24.64,Not Recommended,None,None
2938,branch288,Brandon Chang,Human Resources Specialist,9.91,0.0,57.25,24.64,Not Recommended,None,machine learning
2939,marica429,Marie Campbell,Blockchain Developer,9.64,0.0,58.4,24.64,Not Recommended,None,None
2940,jeanra761,Jean Ray,Game Developer,8.17,0.0,64.58,24.64,Not Recommended,None,None
2941,timofa392,Timothy Farmer,UX Designer,9.45,0.0,59.18,24.64,Not Recommended,None,None
2942,judybu668,Judy Butler,Robotics Engineer,12.95,0.0,44.43,24.63,Not Recommended,None,None
2943,larrre764,Larry Reed,Content Writer,9.69,0.0,58.16,24.63,Not Recommended,None,None
2944,cyntda859,Cynthia Davis,UI Engineer,8.33,0.0,63.83,24.62,Not Recommended,None,None
2945,barbjo504,Barbara Jones,IT Support Specialist,11.34,0.0,51.15,24.61,Not Recommended,None,None
2946,markhe757,Mark Hernandez,Full Stack Developer,10.41,0.0,55.04,24.61,Not Recommended,None,None
2947,kevimo582,Kevin Morales,Mobile App Developer,10.39,0.0,55.1,24.6,Not Recommended,None,None
2948,harima125,Amara,Product Manager,8.74,0.0,62.03,24.6,Not Recommended,None,None
2949,lorism343,Lori Smith,Database Administrator,8.35,0.0,63.64,24.59,Not Recommended,None,None
2950,stevbl880,Steven Blankenship,Full Stack Developer,11.27,0.0,51.33,24.58,Not Recommended,None,None
2951,chadpr761,Chad Price,Blockchain Developer,9.36,0.0,59.38,24.58,Not Recommended,None,None
2952,vincwi637,Vincent Williams,Mobile App Developer,13.6,0.0,41.51,24.58,Not Recommended,None,None
2953,peteba258,Peter Barron,Business Analyst,9.71,0.0,57.84,24.57,Not Recommended,None,None
2954,hectan318,Hector Andrews,Mobile App Developer,11.67,0.0,49.57,24.56,Not Recommended,None,None
2955,paulmc751,Paul Mckay,Human Resources Specialist,11.8,0.0,48.98,24.55,Not Recommended,None,None
2956,donnki810,Donna King,AR/VR Developer,9.75,0.0,57.62,24.55,Not Recommended,None,None
2957,kathru800,Kathleen Russell,Cloud Architect,10.42,0.0,54.76,24.54,Not Recommended,None,None
2958,KotaSai53,Rijul Mishra,Project Manager,7.69,0.0,66.22,24.53,Not Recommended,None,None
2959,timoma504,Timothy Mayer,IT Support Specialist,13.3,0.0,42.59,24.53,Not Recommended,None,None
2960,uppaup473,Alice Johnson,Product Manager,14.43,0.0,37.85,24.53,Not Recommended,None,"aws, azure, docker, git"
2961,krysdu729,Krystal Durham,Database Administrator,10.1,0.0,56.09,24.53,Not Recommended,None,None
2962,melisc413,Melinda Scott,Mobile App Developer,11.42,0.0,50.53,24.53,Not Recommended,None,machine learning
2963,ronane440,Ronald Nelson,Full Stack Developer,10.78,0.0,53.16,24.52,Not Recommended,None,None
2964,britsa940,Brittany Sanchez,Human Resources Specialist,11.9,0.0,48.45,24.52,Not Recommended,None,None
2965,michro886,Michelle Robinson,Mobile App Developer,9.74,0.0,57.54,24.52,Not Recommended,None,None
2966,harima54,Aarav,Data Scientist,7.17,0.0,68.39,24.52,Not Recommended,None,None
2967,U_54,Lucas,Product Manager,6.33,0.0,71.88,24.51,Not Recommended,None,None
2968,patrra735,Patricia Rasmussen,Mobile App Developer,11.46,0.0,50.23,24.5,Not Recommended,None,None
2969,tracca914,Tracy Carter,Digital Marketing Specialist,9.67,0.0,57.79,24.5,Not Recommended,None,None
2970,hannpo725,Hannah Powell,Human Resources Specialist,10.17,0.0,55.66,24.5,Not Recommended,None,machine learning
2971,mrs.to782,Mrs. Tonya Cooper DDS,Digital Marketing Specialist,10.27,0.0,55.22,24.49,Not Recommended,None,None
2972,chlope855,Chloe Peterson,Mobile App Developer,8.81,0.0,61.36,24.49,Not Recommended,None,None
2973,devibu396,Devin Burke,Robotics Engineer,10.09,0.0,55.93,24.48,Not Recommended,None,None
2974,durgba100,John Ellis,Software Engineer,12.28,0.0,46.71,24.48,Not Recommended,None,None
2975,melior428,Melissa Ortiz DVM,Mobile App Developer,12.4,0.0,46.22,24.48,Not Recommended,None,None
2976,willfr944,William Franklin,Content Writer,9.09,0.0,60.12,24.47,Not Recommended,None,None
2977,durgba152,Kent Taylor,Data Engineer,15.88,0.0,31.54,24.47,Not Recommended,None,etl
2978,robeha245,Robert Hardy,IT Support Specialist,9.87,0.0,56.78,24.46,Not Recommended,None,None
2979,dianbr144,Diana Brown,Business Analyst,11.42,0.0,50.22,24.45,Not Recommended,None,None
2980,jackra222,Jack Ramirez,Game Developer,7.1,0.0,68.4,24.44,Not Recommended,None,None
2981,cyntje359,Cynthia Jensen,Full Stack Developer,11.89,0.0,48.21,24.44,Not Recommended,None,None
2982,harima49,Sophia,UI Designer,12.26,0.0,46.55,24.41,Not Recommended,None,None
2983,carmmi599,Carmen Miller,UX Designer,10.73,0.0,53.0,24.41,Not Recommended,None,None
2984,joshma566,Joshua Marshall,UX Designer,8.43,0.0,62.7,24.41,Not Recommended,None,machine learning
2985,angeho261,Angela Horn,Full Stack Developer,12.49,0.0,45.6,24.41,Not Recommended,None,None
2986,hannwe780,hannah west,ui engineer,14.38,0.0,37.62,24.41,Not Recommended,None,None
2987,derrjo921,Derrick Johnson,Human Resources Specialist,12.02,0.0,47.52,24.4,Not Recommended,None,None
2988,chrime466,Christina Medina,Blockchain Developer,9.53,0.0,58.01,24.4,Not Recommended,None,None
2989,stepwh820,Stephen White,IT Support Specialist,11.85,0.0,48.26,24.4,Not Recommended,None,None
2990,mattsc162,Matthew Schmidt,Mobile App Developer,11.58,0.0,49.38,24.4,Not Recommended,None,None
2991,KotaSai91,Nirosha Ghosh,Project Manager,9.97,0.0,56.08,24.38,Not Recommended,None,None
2992,briaba764,Brian Barry,Database Administrator,9.17,0.0,59.45,24.38,Not Recommended,None,data science
2993,kevico244,Kevin Combs,Human Resources Specialist,12.61,0.0,44.98,24.38,Not Recommended,None,None
2994,barbbr559,Barbara Brown,Game Developer,8.09,0.0,63.99,24.37,Not Recommended,None,None
2995,alyske397,Alyssa Kerr,Digital Marketing Specialist,10.23,0.0,54.95,24.37,Not Recommended,None,None
2996,justha396,Justin Harris,UI Engineer,11.91,0.0,47.9,24.37,Not Recommended,None,None
2997,kylibi591,Kylie Bishop,Digital Marketing Specialist,9.97,0.0,56.06,24.37,Not Recommended,None,None
2998,dr.mi373,Dr. Michael Adams Jr.,Game Developer,8.34,0.0,62.9,24.36,Not Recommended,None,None
2999,kennci828,Kenneth Cisneros,Digital Marketing Specialist,9.53,0.0,57.87,24.36,Not Recommended,None,None
3000,crysfi881,Crystal Fischer,UX Designer,8.62,0.0,61.7,24.36,Not Recommended,None,None
3001,nichca737,Nicholas Carroll,Digital Marketing Specialist,10.08,0.0,55.57,24.36,Not Recommended,None,None
3002,emilth976,Emily Thompson,Mobile App Developer,10.87,0.0,52.21,24.35,Not Recommended,None,None
3003,joelfi343,Joel Fields,Database Administrator,10.44,0.0,54.01,24.35,Not Recommended,None,None
3004,chrich191,christian charles,product manager,12.07,0.0,47.16,24.35,Not Recommended,None,None
3005,miguat831,Miguel Atkinson,Cloud Architect,11.3,0.0,50.4,24.35,Not Recommended,None,None
3006,marymi782,Mary Miles,Full Stack Developer,11.08,0.0,51.27,24.34,Not Recommended,None,None
3007,sophbr456,Sophia Brooks,Data Architect,10.82,0.0,52.33,24.33,Not Recommended,None,None
3008,emilga895,Emily Gardner,Game Developer,18.16,0.0,21.46,24.33,Not Recommended,None,None
3009,robeso344,Robert Soto,UX Designer,9.98,0.0,55.89,24.33,Not Recommended,None,None
3010,chelrh391,Chelsea Rhodes,Mobile App Developer,11.3,0.0,50.28,24.32,Not Recommended,None,data science
3011,alysgo721,Alyssa Goodwin,QA Engineer,14.13,0.0,38.36,24.32,Not Recommended,None,None
3012,angewa312,Angela Washington,UX Designer,8.33,0.0,62.74,24.31,Not Recommended,None,None
3013,benjgi497,Benjamin Gibson,Digital Marketing Specialist,11.34,0.0,50.06,24.3,Not Recommended,None,None
3014,patrst582,Patrick Stewart,Cloud Engineer,11.23,0.0,50.52,24.3,Not Recommended,None,None
3015,debbgr470,Debbie Griffin,Mobile App Developer,11.75,0.0,48.31,24.3,Not Recommended,None,None
3016,willma494,William Martin,Full Stack Developer,10.64,0.0,52.95,24.29,Not Recommended,None,None
3017,jonawa956,Jonathan Ward,Mobile App Developer,10.31,0.0,54.36,24.29,Not Recommended,None,None
3018,mattpe653,Matthew Perez,UX Designer,9.37,0.0,58.32,24.29,Not Recommended,None,None
3019,amylo624,Amy Lopez,Mobile App Developer,9.83,0.0,56.32,24.28,Not Recommended,None,None
3020,nicomo179,Nicole Morales,Mobile App Developer,11.66,0.0,48.63,24.28,Not Recommended,None,None
3021,paulwe809,Paul Webster,Full Stack Developer,9.7,0.0,56.89,24.28,Not Recommended,None,None
3022,jonasm401,jonathan smith,product manager,11.78,0.0,48.13,24.28,Not Recommended,None,None
3023,joshdu246,Joshua Duran,Full Stack Developer,10.44,0.0,53.74,24.27,Not Recommended,None,None
3024,hollsi967,Holly Simpson,UX Designer,10.63,0.0,52.91,24.26,Not Recommended,None,None
3025,curtst130,Curtis Stewart,Full Stack Developer,13.04,0.0,42.74,24.26,Not Recommended,None,None
3026,justhe415,Justin Heath,Full Stack Developer,11.03,0.0,51.22,24.26,Not Recommended,None,None
3027,thomwi117,Thomas Wilson,AR/VR Developer,8.19,0.0,63.18,24.26,Not Recommended,None,machine learning
3028,ryansc724,Ryan Schwartz,Mobile App Developer,9.78,0.0,56.45,24.25,Not Recommended,None,None
3029,louita778,Louis Taylor,Full Stack Developer,14.31,0.0,37.34,24.24,Not Recommended,None,None
3030,joseha394,Jose Hall,Mobile App Developer,10.61,0.0,52.92,24.24,Not Recommended,None,None
3031,kyleca288,Kyle Carter,Mobile App Developer,11.36,0.0,49.77,24.24,Not Recommended,None,None
3032,amanmi626,Amanda Miller,Digital Marketing Specialist,10.75,0.0,52.27,24.23,Not Recommended,None,None
3033,kennda687,Kenneth Davis,Blockchain Developer,10.31,0.0,54.14,24.23,Not Recommended,None,None
3034,lorijo938,Lori Johnson,IT Support Specialist,11.19,0.0,50.45,24.23,Not Recommended,None,None
3035,kathwa454,Kathleen Ward,Mobile App Developer,12.29,0.0,45.75,24.21,Not Recommended,None,None
3036,eddiby609,Eddie Byrd,Mobile App Developer,10.09,0.0,54.98,24.21,Not Recommended,None,None
3037,lisaru466,Lisa Russo,Digital Marketing Specialist,10.27,0.0,54.23,24.21,Not Recommended,None,None
3038,victro139,Victoria Rogers,AR/VR Developer,10.23,0.0,54.37,24.2,Not Recommended,None,None
3039,ms.da378,Ms. Danielle Clark,Mobile App Developer,11.98,0.0,46.97,24.19,Not Recommended,None,None
3040,brooma945,Brooke Mason,AR/VR Developer,7.21,0.0,67.03,24.19,Not Recommended,None,None
3041,henros780,Henry Osborn,Full Stack Developer,12.03,0.0,46.77,24.19,Not Recommended,None,None
3042,britbo394,Brittany Bonilla,UX Designer,11.14,0.0,50.52,24.19,Not Recommended,None,None
3043,eilepr665,Eileen Price,Robotics Engineer,9.81,0.0,56.07,24.18,Not Recommended,None,None
3044,larrca128,Larry Campbell,Full Stack Developer,10.33,0.0,53.87,24.18,Not Recommended,None,None
3045,amyca471,Amy Calderon,AR/VR Developer,9.66,0.0,56.67,24.17,Not Recommended,None,data analysis
3046,stevsa785,Steve Santiago,Cybersecurity Analyst,8.38,0.0,62.06,24.17,Not Recommended,None,None
3047,timoba800,Timothy Bartlett,Robotics Engineer,14.33,0.0,36.96,24.16,Not Recommended,None,None
3048,davisi594,David Silva,Digital Marketing Specialist,11.71,0.0,48.01,24.16,Not Recommended,None,None
3049,kaitle929,Kaitlin Lewis,Mobile App Developer,11.79,0.0,47.66,24.16,Not Recommended,None,machine learning
3050,jordda865,Jordan Davila,AI Researcher,10.29,0.0,53.94,24.15,Not Recommended,None,None
3051,chardr620,Charles Drake DDS,IT Support Specialist,11.73,0.0,47.87,24.15,Not Recommended,None,None
3052,charph999,Charles Phillips,Mobile App Developer,12.11,0.0,46.26,24.14,Not Recommended,None,None
3053,terepa326,Teresa Patrick,Digital Marketing Specialist,9.76,0.0,56.14,24.14,Not Recommended,None,None
3054,austmc524,Austin Mckay,System Administrator,13.12,0.0,41.98,24.14,Not Recommended,None,None
3055,michbu299,Michael Burton,UX Designer,8.71,0.0,60.51,24.13,Not Recommended,None,None
3056,jessle904,Jessica Lewis,Content Writer,8.22,0.0,62.59,24.13,Not Recommended,None,machine learning
3057,susasm355,Susan Smith,Human Resources Specialist,12.35,0.0,45.15,24.12,Not Recommended,None,None
3058,andrbu400,Andrew Bullock,Blockchain Developer,9.71,0.0,56.25,24.11,Not Recommended,None,None
3059,karebr442,Karen Brown,QA Engineer,5.3,0.0,74.76,24.1,Not Recommended,None,None
3060,amanga174,Amanda Garcia,Mobile App Developer,10.72,0.0,51.94,24.1,Not Recommended,None,None
3061,U_39,Mia,Product Manager,5.07,0.0,75.69,24.09,Not Recommended,None,None
3062,vanega969,Vanessa Garner,Mobile App Developer,9.66,0.0,56.37,24.09,Not Recommended,None,None
3063,tommri488,Tommy Rivera,Robotics Engineer,11.7,0.0,47.8,24.09,Not Recommended,None,None
3064,regiwr156,Regina Wright,Digital Marketing Specialist,12.44,0.0,44.68,24.09,Not Recommended,None,machine learning
3065,adriro123,Adrian Rosales,Mobile App Developer,8.58,0.0,60.91,24.08,Not Recommended,None,None
3066,tracda389,Tracy Day,Mobile App Developer,10.83,0.0,51.41,24.08,Not Recommended,None,None
3067,johnwa859,John Walker,UX Designer,9.78,0.0,55.82,24.07,Not Recommended,None,None
